user_id,amount,location,is_fraud
388,296.0812612575868,IN,0
596,212.2582414274215,US,0
147,112.47694464816523,US,0
535,185.62565997270758,UK,0
127,356.5069050483705,UK,0
869,170.13430084201914,UK,0
178,463.4495118687905,IN,0
680,329.5424470278416,US,0
219,194.3629556143282,US,0
224,325.56427868242497,UK,0
992,381.79486523170226,IN,0
849,295.8530281408581,US,0
695,345.059409806021,UK,0
226,168.5077967727794,US,0
204,400.0096532159005,IN,0
661,147.18803069067664,US,0
428,130.10957159207223,IN,0
299,209.52758602589012,UK,0
765,400.76881666254343,IN,0
602,255.61598476788316,UK,0
328,225.57626776405272,IN,0
551,23.70651077919551,IN,0
857,164.38606656431656,IN,0
577,144.35023725529095,US,0
979,360.65327192492,UK,0
805,2464.237701487505,IN,1
375,170.1878139649207,UK,0
266,414.85883210887647,IN,0
645,495.5129079695025,IN,0
197,280.2734574276899,IN,0
610,328.6763522128913,IN,0
530,139.52464293250873,UK,0
808,368.6927090176118,US,0
742,99.39929600851501,BR,1
51,269.9913057220078,UK,0
657,107.37653197637759,IN,0
122,510.1095561661502,US,0
63,354.06374480623066,IN,0
194,136.35919137270375,UK,0
226,177.40147312104617,US,0
377,491.17974099160256,IN,0
668,445.2463398585481,IN,0
504,222.66612190381997,US,0
481,2.022757075349375,US,0
4,98.13042146561902,UK,0
331,165.02575378520362,UK,0
124,93.82410547462663,UK,0
565,183.42710778494813,US,0
246,238.17307482401003,UK,0
730,447.4628510524312,US,0
363,309.61239741734846,IN,0
854,398.8830101509279,IN,0
6,352.49757723609423,UK,0
625,115.05045153605184,US,0
99,273.30756334355686,IN,0
858,354.4063425385498,IN,0
825,392.5290996025091,IN,0
233,151.64049796895435,IN,0
654,293.8547705357607,US,0
999,309.55001827489684,IN,0
440,474.4283023573296,UK,0
740,444.4985086172989,IN,0
490,361.93695088896953,IN,0
810,50.82512691455652,US,0
577,31.880072517593305,US,0
549,4.944352042354069,US,0
702,1339.7884416121055,IN,1
783,149.93045788646305,US,0
688,291.78538892983505,US,0
818,402.8147645848527,US,0
165,442.33030856085963,IN,0
912,344.2689749665482,US,0
250,311.7098118572157,US,0
659,249.5108855282951,UK,0
342,332.0668259231761,IN,0
679,465.79037946647725,IN,0
55,143.63383782736287,UK,0
24,456.57910785651734,IN,0
826,426.0408691509993,UK,0
703,490.5551790763582,IN,0
593,440.8142950597882,UK,0
431,349.7057687943138,IN,0
133,272.72600799257725,IN,0
606,416.3882201835652,UK,0
